CustomerKey,Gender,Name,City,State,Zip Code,Country,Continent,Birthday,Age
364820,Male,Robert Newsome,Fond Du Lac,Saskatchewan,S4P 3Y2,Canada,North America,1988-04-21,36
364852,Female,Ruth Leslie,Calgary,Alberta,T2A 1C8,Canada,North America,1953-12-01,70
365088,Male,Richie Bush,Leamington,Ontario,N8H 3B1,Canada,North America,1979-08-09,45
365200,Female,Jennifer Gore,Regina,Saskatchewan,S4S 2R3,Canada,North America,1948-06-16,76
365565,Male,Guy Musser,London,Ontario,N0N 0N0,Canada,North America,1980-11-30,43
365593,Male,Wesley Currie,Lansdowne,Ontario,K0E 1L0,Canada,North America,1976-07-22,48
365703,Female,Fran Staton,Montreal,Quebec,H2X 1Y8,Canada,North America,1955-03-03,69
365906,Female,Wilma Judy,Windsor,Ontario,N9A 1H9,Canada,North America,1964-08-30,59
365927,Female,Lisa Saunders,Owen Sound,Ontario,N4K 2N7,Canada,North America,1966-09-19,57
365953,Female,Wendy Miller,Toronto,Ontario,M5H 1P6,Canada,North America,1968-03-27,56
366019,Female,Ruth Barnes,Sherbrooke,Quebec,J1H 1R4,Canada,North America,1957-12-27,66
366123,Male,Joseph Rockey,Renfrew,Ontario,K7V 1T5,Canada,North America,1945-05-30,79
366153,Female,Evelyn Hernandez,Avonlea,Saskatchewan,S4P 3Y2,Canada,North America,1975-01-09,49
366250,Male,Robert Weiss,Kanata,Ontario,K2K 1L9,Canada,North America,1949-11-08,74
366365,Male,Scott Knox,Decker Lake,British Columbia,V0J 1E0,Canada,North America,1991-09-12,32
366380,Male,John Marson,Toronto,Ontario,M5T 1T4,Canada,North America,1964-01-08,60
366500,Female,Victoria Ortiz,Kitscoty,Alberta,T0B 2P0,Canada,North America,1943-09-12,80
366774,Male,Jacob Scott,Calgary,Alberta,T2V 2W2,Canada,North America,1968-09-29,55
366856,Male,Peter South,Lethbridge,Alberta,T1J 2J7,Canada,North America,1970-11-06,53
366908,Female,Betty Salerno,Montreal,Quebec,H3C 3X6,Canada,North America,1989-09-18,34
367004,Male,Billy Winston,Toronto,Ontario,M1E 3T8,Canada,North America,1941-12-14,82
367131,Female,Heather Henderson,Belleville,Ontario,K8N 4Z5,Canada,North America,1941-01-20,83
367191,Male,Ralph Dye,Saskatoon,Saskatchewan,S7K 1W8,Canada,North America,1959-12-09,64
367214,Male,Isaac Hund,Guelph,Ontario,N1G 153,Canada,North America,1945-11-29,78
367215,Female,Harriet Evans,Woodstock,Ontario,N4S 6J6,Canada,North America,1948-11-25,75
367332,Female,Mary Washington,Notre Dame Des Laurentides,Quebec,J2N 1X1,Canada,North America,1981-11-21,42
367414,Male,Charles Slye,Montreal,Quebec,H3B 2M3,Canada,North America,1972-11-26,51
367715,Female,Anne Stephens,Bonaventure,Quebec,G0C 1E0,Canada,North America,1954-01-24,70
367753,Male,Scott Fennell,Montreal,Quebec,H4N 3C5,Canada,North America,1958-02-01,66
367824,Female,Shelly Pitchford,Edmonton,Alberta,T6H 1J5,Canada,North America,1994-01-25,30
367880,Male,Anthony Kelly,Belleville,Ontario,K8N 1L9,Canada,North America,1983-08-30,40
368115,Female,Wanita Woods,Port Franks,Ontario,N0M 2L0,Canada,North America,2000-07-18,24
368181,Female,Ada Smith,Toronto,Ontario,M1L 3K7,Canada,North America,1992-07-03,32
368190,Female,Irma Trujillo,Rosalind,Alberta,T0B 3Y0,Canada,North America,1975-01-14,49
368277,Male,Michael Bradley,Vancouver,British Columbia,V6B 6L8,Canada,North America,1936-07-31,88
368295,Female,Margarita Mayle,Riviere Du Loup,Quebec,G5R 3E9,Canada,North America,1953-04-10,71
368405,Male,Jack Hilburn,Vancouver,British Columbia,V6B 5A1,Canada,North America,1986-04-25,38
368445,Female,Aida Martin,Drummondville,Quebec,J2C 1K9,Canada,North America,1950-07-15,74
368584,Female,Grace Dodds,Rimouski,Quebec,G5L 5J1,Canada,North America,1978-02-20,46
368610,Female,Monica Fish,Montreal,Quebec,H3C 5K4,Canada,North America,1999-06-17,25
368827,Female,Catherine Pipkin,Toronto,Ontario,M2J 3T7,Canada,North America,1982-05-22,42
368957,Male,Timothy Dickens,Gibsons,British Columbia,V0N 1V0,Canada,North America,1976-04-05,48
369446,Female,Barbara Denniston,Calgary,Alberta,T2P 4L4,Canada,North America,1995-05-31,29
369604,Male,Claude Brown,Malartic,Quebec,J0Y 1Z0,Canada,North America,1949-06-10,75
369814,Female,Linda Jones,Longueuil,Quebec,J4H 1M3,Canada,North America,1970-10-19,53
369858,Male,Willie Jackson,Inuvik,Northwest Territories,X0E 0T0,Canada,North America,1994-04-10,30
370019,Male,James Bailey,Ottawa,Ontario,K1Z 7B5,Canada,North America,1992-04-07,32
370077,Female,Carlota Etzel,Sainte-Gertrude,Quebec,G0X 2S0,Canada,North America,1971-02-02,53
370149,Female,Hazel Hobart,New Westminster,British Columbia,V3L 5H1,Canada,North America,1935-02-13,89
370810,Female,Ruby Turner,Toronto,Ontario,M4W 1J7,Canada,North America,1953-02-08,71
370811,Male,Richard Mazzarella,Vancouver,British Columbia,V6B 3K9,Canada,North America,1993-05-28,31
370829,Male,Roy Horne,Didsbury,Alberta,T0M 0W0,Canada,North America,1975-09-06,48
370964,Male,Freeman Gaither,Lavaltrie,Quebec,J0K 1H0,Canada,North America,1955-02-02,69
371426,Male,Samuel Berry,Caledon East,Ontario,L0N 1E0,Canada,North America,1940-11-28,83
371459,Female,Eleanor Hartley,Malton,Ontario,L4T 1A8,Canada,North America,1977-11-16,46
371706,Male,Peter Schaper,Edmonton,Alberta,T5J 2R4,Canada,North America,1949-09-30,74
372075,Male,Robert Gulley,Unionville,Ontario,L3R 0L7,Canada,North America,1954-11-15,69
372299,Female,Kathryn Watkins,Preston,Ontario,N3H 3M9,Canada,North America,1992-08-20,31
372304,Male,William Taylor,Trail,British Columbia,V1R 3W5,Canada,North America,1977-04-03,47
372379,Male,Edward Murray,Paris,Ontario,N3L 1K7,Canada,North America,1958-05-23,66
372476,Male,Jose Taranto,Mayne Island,British Columbia,V0N 2J0,Canada,North America,1968-06-07,56
372516,Male,James Billings,Toronto,Ontario,M5J 2N1,Canada,North America,1945-02-12,79
372525,Male,Howard Shepherd,Strongfield,Saskatchewan,S4P 3Y2,Canada,North America,1952-06-09,72
372672,Male,Leo Goyette,Montreal,Quebec,H3B 2M3,Canada,North America,1958-10-22,65
372694,Male,Douglas Stockard,STAVELY,Alberta,T0L 1Z0,Canada,North America,1997-08-04,27
373120,Male,Richard Wilson,KINGSTON,Ontario,K7L 1C2,Canada,North America,1954-03-11,70
373334,Male,Alexander Jennings,Montreal,Quebec,H3C 5K4,Canada,North America,1947-08-11,77
373683,Male,Steven Roberson,Campbell River,British Columbia,V9W 2L9,Canada,North America,1994-01-17,30
373738,Male,Joseph Davis,Sudbury,Ontario,P3E 5B2,Canada,North America,1948-04-10,76
373746,Female,Megan Roundy,Chicoutimi,Quebec,G7G 2S4,Canada,North America,1991-06-22,33
373815,Male,Michael Hall,Beaver Creek,Yukon,Y0B 1A0,Canada,North America,1994-11-11,29
373822,Female,Kim Braun,St Laurent,Quebec,H4S 1H3,Canada,North America,1956-05-16,68
373938,Male,Stephen Sterling,Temagami,Ontario,P0H 2H0,Canada,North America,1951-11-07,72
374045,Female,Diane Gilmore,Montreal,Quebec,H3C 5K4,Canada,North America,1939-12-14,84
374192,Female,Sheryl Rickard,Hughenden,Alberta,T0B 2E0,Canada,North America,1945-08-24,78
374235,Female,Elia Garcia,Peace River,Alberta,T8S 1V9,Canada,North America,1993-05-08,31
374242,Female,Carol Abraham,Hull,Quebec,S4P 3Y2,Canada,North America,1951-02-18,73
374334,Male,John Baker,Innisfree,Alberta,T0B 2G0,Canada,North America,1986-09-05,37
374580,Female,Lucila Hession,Toronto,Ontario,M1S 1T4,Canada,North America,1990-09-09,33
374720,Female,Dawn Nino,Toronto,Ontario,M5H 1P6,Canada,North America,1935-08-07,89
374823,Male,Robert Lineberger,Toronto,Ontario,M1S 1T4,Canada,North America,2001-08-28,22
375225,Male,Joseph Morales,Vancouver,British Columbia,V6B 3K9,Canada,North America,1945-11-15,78
375359,Male,Mark Cox,Port Colborne,Ontario,L3K 3M2,Canada,North America,1952-06-05,72
375376,Male,Maynard Hazelwood,Hamilton,Ontario,L8P 1P8,Canada,North America,1950-07-08,74
375384,Female,Nina Machado,Toronto,Ontario,M1S 1T4,Canada,North America,1987-10-18,36
375538,Male,Edgar Williams,Ottawa,Ontario,K2P 0K1,Canada,North America,1951-09-07,72
375770,Male,John Elswick,Windsor,Ontario,N9A 1H9,Canada,North America,1988-10-29,35
376019,Female,Lisa Parkes,Windsor,Ontario,N9A 1H9,Canada,North America,1964-01-21,60
376037,Female,Donna Holbrook,Lambeth,Ontario,N0L 1S2,Canada,North America,1969-11-04,54
376053,Female,Helen Dobos,Winnipeg,Manitoba,R3C 0C4,Canada,North America,1984-01-15,40
376607,Female,Monnie Terry,Grande Prairie,Alberta,T8V 0S1,Canada,North America,1955-08-07,69
376862,Female,Christina Conger,Toronto,Ontario,M9N 1G4,Canada,North America,1959-12-03,64
376933,Female,Stephanie Nolan,Grande Cache,Alberta,T0E 0Y0,Canada,North America,1951-09-21,72
376965,Male,Thomas Summers,Victoria,British Columbia,V8R 5A7,Canada,North America,1972-05-25,52
376977,Male,William Schmidt,Sherbrooke,Quebec,J1H 1R4,Canada,North America,1971-09-08,52
377340,Male,Donald Williams,Estevan,Saskatchewan,S4A 0W6,Canada,North America,1974-08-29,49
377487,Male,Francisco Alexander,Cornwall,Ontario,K6J 3P7,Canada,North America,1960-02-01,64
377521,Male,Steve Lowe,Jasper,Alberta,T0E 1E0,Canada,North America,1987-04-01,37
377690,Male,John Rodriguez,Montreal,Quebec,H3B 4W8,Canada,North America,1936-05-06,88
377745,Male,Nicholas Nall,St Gedeon De Beauce,Quebec,G0M 1T0,Canada,North America,1969-03-26,55
377854,Male,Clarence Bell,Toronto,Ontario,M5T 1T4,Canada,North America,1969-10-04,54
378008,Male,Noel Nanney,Brampton,Ontario,L6W 1Z2,Canada,North America,1952-01-23,72
378023,Female,Holly Tait,Saskatoon,Saskatchewan,S7K 1W8,Canada,North America,1935-03-05,89
378059,Male,Robert Lewis,Vancouver,British Columbia,V6B 3K9,Canada,North America,1977-09-03,46
378064,Female,Sandra Britton,Edmonton,Alberta,T5J 2R4,Canada,North America,1940-03-08,84
378117,Female,Rita Butler,Chicoutimi,Quebec,G7H 5G3,Canada,North America,1974-03-17,50
378411,Male,Derrick Davenport,Shawinigan,Quebec,G9N 3B6,Canada,North America,1967-03-08,57
378574,Female,Sol Barron,Giscome,British Columbia,V0J 3C0,Canada,North America,1981-02-03,43
378610,Male,Douglas Davis,Winnipeg,Manitoba,R3B 3K6,Canada,North America,1953-12-04,70
378751,Female,Stephanie Mills,Montreal,Quebec,H3C 5K4,Canada,North America,1976-03-10,48
378833,Female,April Sato,Oakville,Ontario,L6L 2X5,Canada,North America,1941-05-29,83
379002,Male,Joshua George,Montreal,Quebec,H3C 3X6,Canada,North America,1959-05-27,65
379021,Male,Nicholas McCrae,Montreal,Quebec,H3C 5K4,Canada,North America,1941-12-11,82
379142,Male,Charles Morrissey,Halifax,Nova Scotia,B3K 1N7,Canada,North America,1993-09-24,30
379536,Male,Coleman Smith,Thorhild,Alberta,T0A 3J0,Canada,North America,1978-04-01,46
379770,Male,Louis Stringfellow,Calgary,Alberta,T2N 2A7,Canada,North America,1969-08-04,55
379953,Male,Shaun Tillman,Grande Prairie,Alberta,T1V 1N2,Canada,North America,1999-07-01,25
380032,Female,Christina Freeman,Toronto,Ontario,M5T 1T4,Canada,North America,1967-07-15,57
380256,Male,Rodney Prince,Rosetown,Saskatchewan,S7K 1W8,Canada,North America,1981-12-05,42
380313,Male,Kevin Peter,Vancouver,British Columbia,V6C 1B4,Canada,North America,1972-03-26,52
380462,Female,Doris Orr,Coe Hill,Ontario,K0L 1P0,Canada,North America,1974-05-06,50
380675,Female,Lee Neeley,Foam Lake,Saskatchewan,S4P 3Y2,Canada,North America,1967-08-22,56
380891,Male,David Burgess,Rock Creek,British Columbia,V0H 1Y0,Canada,North America,1976-09-11,47
380931,Male,William Post,Toronto,Ontario,M2J 3T7,Canada,North America,1956-01-30,68
381061,Male,Amos Dill,Saskatoon,Saskatchewan,S7K 1W8,Canada,North America,1971-01-10,53
381140,Female,Merle Sutton,Toronto,Ontario,M4P 1E4,Canada,North America,1962-02-08,62
381188,Male,Albert Hood,Mayo,Yukon,Y0B 1M0,Canada,North America,1963-10-24,60
381223,Female,Amy Cribbs,Slave Lake,Alberta,T0G 2A2,Canada,North America,1936-07-26,88
381230,Male,William Brown,Prince Albert,Saskatchewan,S6V 5R4,Canada,North America,1939-10-24,84
381255,Female,Vikki Heskett,Sault Ste Marie,Ontario,P6A 1Z2,Canada,North America,2000-02-10,24
381459,Male,Patrick Foley,Richmond Hill,Ontario,L4C 3Y2,Canada,North America,1973-02-18,51
381656,Female,Marie Lewis,Fort Saskatchewan,Alberta,T8L 2H4,Canada,North America,1935-03-09,89
381830,Male,David Franklin,Edmonton,Alberta,T2P 3Z3,Canada,North America,1959-06-04,65
381991,Female,Helen Sonnier,Montreal,Quebec,H3B 4W8,Canada,North America,1999-10-03,24
382089,Female,Adele Beatty,St Sebastien De Frontenac,Quebec,G0Y 1M0,Canada,North America,1963-01-02,61
382095,Female,Sarah Riser,Sidney,British Columbia,V8L 1X3,Canada,North America,1948-07-26,76
382178,Male,Troy Ruch,Halifax,Nova Scotia,B3K 5M1,Canada,North America,1935-08-17,88
382291,Female,Heidi Exum,Montreal,Quebec,H3C 5K4,Canada,North America,1960-09-22,63
382347,Female,Mary Monroe,Woodbridge,Ontario,L0L 0L0,Canada,North America,1964-04-10,60
382379,Male,Michael Miller,Toronto,Ontario,M5J 2R8,Canada,North America,2000-09-29,23
382489,Female,Barbara Baker,Vidir,Manitoba,R3C 3V6,Canada,North America,1953-09-26,70
382538,Female,Michele Ortega,Toronto,Ontario,M3B 2W6,Canada,North America,1935-11-25,88
382539,Female,Mayra Bramble,Brampton,Ontario,L6T 3W9,Canada,North America,1992-01-20,32
382565,Male,Stephen Matthews,Dillon,Saskatchewan,S4P 3Y2,Canada,North America,1963-05-01,61
382843,Male,Harold Chang,Malton,Ontario,L4T 1A8,Canada,North America,1964-02-12,60
382932,Male,Michael French,Toronto,Ontario,M1E 3T8,Canada,North America,1950-12-27,73
382960,Female,Velia Phillips,Winnipeg,Manitoba,R3B 3K6,Canada,North America,2000-12-10,23
383007,Female,Michelle Lafountain,Ottawa,Ontario,K2H 5B6,Canada,North America,1982-12-16,41
383111,Male,Ross Steadham,Ellerslie,Prince Edward Island,C0B 1J0,Canada,North America,1991-05-04,33
383155,Male,Chris Hawkins,Blackstock,Ontario,L0B 1B0,Canada,North America,1956-04-26,68
383207,Male,Robert Brown,Quebec,Quebec,G1V 3V5,Canada,North America,1974-06-18,50
383209,Female,Nina Levine,Harrow,Ontario,N0R 1G0,Canada,North America,2000-02-24,24
383279,Male,Neal Hirsch,Richmond Hill,Ontario,L4C 3Y2,Canada,North America,1994-05-31,30
383459,Male,Clarence Collins,Oakville,Ontario,L6J 3X4,Canada,North America,1984-10-09,39
383528,Female,Susan Scudder,Warren,Ontario,P0H 2N0,Canada,North America,1999-12-09,24
383902,Female,Theresa McCormick,Medicine Hat,Alberta,T1A 0N1,Canada,North America,1997-07-26,27
384493,Male,James Valentin,Stirling,Alberta,T0K 2E0,Canada,North America,1983-06-14,41
384783,Male,Steven Mason,Burlington,Ontario,L7R 2G6,Canada,North America,2002-01-12,22
384911,Female,Lizzie Bivona,Toronto,Ontario,M1H 1A8,Canada,North America,1967-12-07,56
385255,Female,Josephine Callahan,Toronto,Ontario,M4K 1A6,Canada,North America,1957-11-10,66
385309,Male,Michael Garcia,Cornwall,Ontario,K6J 3R2,Canada,North America,1945-11-04,78
385392,Female,Maurine Wolfe,Montreal,Quebec,H3C 5K4,Canada,North America,1979-01-11,45
385527,Male,Raymond Taylor,Toronto,Ontario,M5J 2N1,Canada,North America,1943-12-15,80
385590,Male,Marcus Jackson,Thamesville,Ontario,N0P 2K0,Canada,North America,1937-08-31,86
385627,Male,John Prince,Claresholm,Alberta,T0L 0T0,Canada,North America,1997-11-15,26
385643,Male,Michael Pulido,Nanaimo,British Columbia,V9R 3A8,Canada,North America,1940-03-12,84
385734,Male,David Culbertson,Sidney,British Columbia,V8L 1X3,Canada,North America,1994-08-28,29
385794,Female,John Hess,Red Lake,Ontario,P0V 2M0,Canada,North America,1959-04-25,65
385817,Male,Dennis Moody,Timmins,Ontario,P4N 1C3,Canada,North America,1945-05-01,79
385854,Female,Ruth Erdmann,Vancouver,British Columbia,V5M 3M5,Canada,North America,1987-09-25,36
385893,Male,Willie Lauer,Oil Springs,Ontario,N0N 1P0,Canada,North America,1952-04-04,72
385971,Female,Staci Harris,Oshawa,Ontario,S4P 3Y2,Canada,North America,1970-07-08,54
386552,Female,Mary Hammock,Malartic,Quebec,J0Y 1Z0,Canada,North America,1938-10-06,85
386574,Male,Richard Keith,Toronto,Ontario,M5J 2R8,Canada,North America,1987-12-07,36
386609,Female,Catherine McRee,London,Ontario,N5W 5K6,Canada,North America,1984-11-04,39
386720,Female,Meghan Brickey,Surrey,British Columbia,V3T 4Y5,Canada,North America,1978-07-11,46
387016,Female,Joyce Schneider,Ottawa,Ontario,K1Z 7B5,Canada,North America,1982-07-27,42
387136,Male,Peter Dunbar,Parksville,British Columbia,V9P 1R1,Canada,North America,1999-02-02,25
387148,Female,Marianna Carroll,Castor,Alberta,T0C 0X0,Canada,North America,1957-12-21,66
387369,Female,Evelyn Gutierrez,Glenfinnan,Prince Edward Island,C1B 0Z9,Canada,North America,1984-09-12,39
387372,Female,Stepanie Soares,Toronto,Ontario,M9N 1G4,Canada,North America,1938-01-23,86
387530,Male,Kevin Houser,Orillia,Ontario,L3V 1T4,Canada,North America,1977-09-02,46
387658,Male,William Conn,Toronto,Ontario,M5T 1T4,Canada,North America,1957-10-01,66
387704,Female,Michelle Scoggins,Lethbridge,Alberta,T1J 2J7,Canada,North America,1965-01-13,59
387809,Female,Linda Anderson,Vancouver,British Columbia,S4P 3Y2,Canada,North America,1935-11-16,88
388230,Female,Julia Hobbs,Red Deer,Alberta,T4N 2A6,Canada,North America,1949-01-30,75
388276,Male,Oliver Fraley,Toronto,Ontario,M8W 4Y4,Canada,North America,1961-12-07,62
388302,Female,Kathryn Rush,Quesnel,British Columbia,V2J 2R5,Canada,North America,1939-12-15,84
388416,Female,Janice Moore,West Vancouver,British Columbia,V7V 1Y8,Canada,North America,1997-05-10,27
388422,Male,John Hawthorne,Birch Hills,Saskatchewan,S4P 3Y2,Canada,North America,1974-07-28,50
388648,Female,Kim Babcock,Clyde River,Nunavut,X0A 0E0,Canada,North America,1949-07-03,75
388855,Female,Natasha Stacey,Vancouver,British Columbia,V6B 3K9,Canada,North America,1967-03-27,57
388968,Female,Bernice Reed,Grise Fiord,Nunavut,X0A 0J0,Canada,North America,1944-11-21,79
388990,Male,Robert Magers,Calgary,Alberta,T2P 0W4,Canada,North America,1960-07-02,64
389013,Female,Carolyn Benn,Campbellford,Ontario,K0L 1L0,Canada,North America,1976-05-10,48
389130,Male,Keith Montgomery,Mount Herbert,Prince Edward Island,C1B 3M8,Canada,North America,1997-07-18,27
389303,Male,Mark Whitt,Fort St John,British Columbia,V1J 3Y7,Canada,North America,1985-03-12,39
389346,Female,Sandra Cox,Ottawa,Ontario,K1Z 7B5,Canada,North America,1988-12-01,35
389421,Female,Jennifer Johnson,Ottawa,Ontario,K1Z 7B5,Canada,North America,1995-10-04,28
389462,Female,Mary Korman,Trois Rivieres,Quebec,G9A 5S8,Canada,North America,1993-07-01,31
389486,Male,William Weatherford,Stayner,Ontario,L0M 1S0,Canada,North America,1972-04-13,52
389532,Male,William Garcia,Leamington,Ontario,N8H 3B1,Canada,North America,1992-05-03,32
389592,Male,David Lanza,Fort St John,British Columbia,V1J 4M7,Canada,North America,1973-11-27,50
389928,Male,Felix Thompson,Toronto,Ontario,M5H 1P6,Canada,North America,1996-06-22,28
390031,Female,Toni Ladouceur,Chatham,Ontario,N7M 2G9,Canada,North America,1946-05-22,78
390201,Male,Joshua Daily,Guelph,Ontario,N1H 2W8,Canada,North America,1979-09-04,44
390781,Male,Steve Dwyer,Montreal,Quebec,H4J 1M9,Canada,North America,1956-10-27,67
390804,Male,Alphonso Simon,L'etape,Quebec,H0H 0H0,Canada,North America,1947-05-13,77
390807,Male,Daniel Taylor,Toronto,Ontario,M6E 1R1,Canada,North America,1973-02-15,51
390926,Female,Grace Schweitzer,Montreal,Quebec,H2K 4J5,Canada,North America,1996-10-02,27
391003,Female,Ashley Jackson,Unionville,Ontario,L3R 0L7,Canada,North America,1942-03-30,82
391082,Female,Jena Bryant,Qualicum Beach,British Columbia,V9K 1L6,Canada,North America,1954-02-15,70
391353,Male,Caleb Lomas,Trail,British Columbia,V1R 3W5,Canada,North America,1983-01-12,41
391380,Female,Bernice Sanchez,Quebec,Quebec,G1R 1B8,Canada,North America,1941-12-21,82
391464,Female,Phyllis Taylor,Toronto,Ontario,M4A 2M5,Canada,North America,1987-04-22,37
391619,Male,James Hicks,Sherbrooke,Quebec,J1H 1R4,Canada,North America,1945-09-07,78
391687,Male,Robert Yeomans,Whistler,British Columbia,V0N 1B0,Canada,North America,1938-03-24,86
391733,Male,David Johnson,Grande Prairie,Alberta,T8V 2V4,Canada,North America,2000-04-12,24
391761,Female,Regina Meyer,Sudbury,Ontario,P3E 5K3,Canada,North America,1950-11-09,73
391900,Male,Robert Cover,South Pickering,Ontario,L1V 1S8,Canada,North America,1994-01-27,30
392041,Male,Charles Vasquez,Calgary,Alberta,T2N 2A7,Canada,North America,1957-08-02,67
392118,Male,James Bell,Montreal,Quebec,H3K 2C3,Canada,North America,1950-03-03,74
392187,Male,Martin Gray,Vancouver,British Columbia,V6B 3K9,Canada,North America,1986-03-08,38
392359,Female,Susan Seaman,Toronto,Ontario,M5T 1T4,Canada,North America,1986-04-06,38
392372,Female,Ellen Bentley,Toronto,Ontario,M4W 1J7,Canada,North America,1967-03-15,57
392374,Male,Richard Hungate,Rolphton,Ontario,K0J 2H0,Canada,North America,1943-07-27,81
392376,Male,Samuel Close,Kemptville,Ontario,K0G 1J0,Canada,North America,1942-06-21,82
392676,Female,Blanche Lima,Prince George,British Columbia,V2L 5E5,Canada,North America,1971-12-27,52
392703,Male,William Woodhouse,Toronto,Ontario,M4W 1J7,Canada,North America,1940-07-13,84
393097,Female,Carol Larson,Toronto,Ontario,M4W 1J7,Canada,North America,1996-05-01,28
393616,Male,Donald McDonald,Cooksville,Ontario,L5A 1V9,Canada,North America,1950-06-13,74
393641,Male,Michael Lessard,Hamilton,Ontario,L8R 1H8,Canada,North America,1967-06-12,57
393739,Male,Willard Remington,Westmeath,Ontario,K0J 2L0,Canada,North America,1980-06-05,44
394173,Male,Jay Jones,Toronto,Ontario,M4E 2V5,Canada,North America,1959-05-22,65
394181,Female,Debbie Watkins,Dauphin,Manitoba,R7N 2T3,Canada,North America,1961-08-05,63
394231,Male,Ruben Webb,Bowden,Alberta,T0M 0K0,Canada,North America,1937-02-04,87
394434,Female,Melissa Anthony,CLYDE,Alberta,T0G 0P0,Canada,North America,1958-03-21,66
394530,Female,Mary Davis,Cornwall,Ontario,K6J 3R2,Canada,North America,1966-03-04,58
394778,Female,Melinda Santos,Brockville,Ontario,K6V 4N8,Canada,North America,1961-10-07,62
394802,Male,Robert Glenn,Montreal,Quebec,H3C 5K4,Canada,North America,1956-03-07,68
394929,Male,Leon Stout,Drummondville,Quebec,J2C 4N1,Canada,North America,1974-12-23,49
395073,Male,Michael Vandermark,Toronto,Ontario,M6H 4B6,Canada,North America,1983-01-03,41
395197,Male,Sean Waddell,Vancouver,British Columbia,V6C 1B4,Canada,North America,1958-09-27,65
395280,Female,Chris Duley,Hespeler,Ontario,N3C 1H3,Canada,North America,1960-04-24,64
395474,Male,Thomas Campos,Chesterville,Ontario,K0C 1H0,Canada,North America,1948-07-05,76
395664,Female,Janice Horner,Winnipeg,Manitoba,R3C 4L5,Canada,North America,1983-06-30,41
395914,Female,Nancy Estrada,Gorrie,Ontario,N0G 1X0,Canada,North America,1954-01-17,70
395963,Female,Kisha Bloch,Grayson,Saskatchewan,S4P 3Y2,Canada,North America,1940-03-23,84
396388,Female,Annie Wright,Calgary,Alberta,T2E 6J8,Canada,North America,1985-10-29,38
396567,Female,Shawanda Abreu,Burnaby,British Columbia,V5B 3C9,Canada,North America,1959-08-23,64
396631,Male,William Miller,Casselman,Ontario,K0A 1M0,Canada,North America,1967-04-27,57
396894,Female,Sasha Cooper,Edmonton,Alberta,T5M 3K3,Canada,North America,1941-03-21,83
396944,Male,Zane Belgrave,Toronto,Ontario,M4P 1A6,Canada,North America,1975-09-21,48
396969,Female,Ethel Donovan,Toronto,Ontario,M4P 1A6,Canada,North America,1982-07-26,42
397223,Male,Clifford Glover,Woss,British Columbia,V0N 3P0,Canada,North America,1943-11-11,80
397267,Female,Karen Barrett,Kintore,Ontario,N0M 2C0,Canada,North America,1945-11-12,78
397285,Female,Stefani Atencio,Montreal,Quebec,H4J 1M9,Canada,North America,1949-06-19,75
397698,Male,Kenneth Simpson,Hope,British Columbia,V0X 1L0,Canada,North America,2000-05-09,24
397885,Female,Olga Nestor,Guelph,Ontario,N1H 2W8,Canada,North America,1955-08-20,68
397988,Male,Ryan Arnold,Toronto,Ontario,M5H 1P6,Canada,North America,1998-05-21,26
398049,Male,Richard Charley,Chilliwack,British Columbia,V2P 2S6,Canada,North America,1962-04-30,62
398056,Male,Daniel Runyon,Ottawa,Ontario,K1P 5M7,Canada,North America,1958-04-30,66
398085,Male,Jacob Mosley,Toronto,Ontario,M8V 3B6,Canada,North America,1990-04-22,34
398100,Male,Daniel Bray,Montreal,Quebec,H2K 4J5,Canada,North America,1944-02-24,80
398156,Male,Andrew Lott,Burlington,Ontario,L7P 2S9,Canada,North America,1963-01-10,61
398196,Female,Barbara List,Gibbons,Alberta,T0A 1N0,Canada,North America,1974-10-13,49
398311,Female,Shirley Moore,Chilliwack,British Columbia,V2P 2M1,Canada,North America,1941-04-12,83
398523,Male,Raymond Miller,St Clements,Ontario,N0B 2M0,Canada,North America,1969-07-09,55
398577,Male,Michael Cohen,Montreal,Quebec,H2K 4J5,Canada,North America,1973-02-21,51
398671,Male,Isaac Carroll,Vancouver,British Columbia,V6B 3K9,Canada,North America,1952-10-13,71
398708,Female,Deborah Painter,Quebec,Quebec,G1R 1B8,Canada,North America,1997-04-07,27
398751,Male,Jorge Morgan,Montreal,Quebec,H3B 2M3,Canada,North America,1997-04-08,27
398841,Male,Charles Cody,Victoria,British Columbia,V8W 2H9,Canada,North America,1990-07-15,34
399053,Female,Gloria Daley,Montreal,Quebec,H3C 5K4,Canada,North America,2000-03-05,24
399145,Male,Lucas Jones,Toronto,Ontario,M5H 1P6,Canada,North America,1990-12-02,33
399253,Female,Betty Harrell,Trois Rivieres,Quebec,G9A 5S8,Canada,North America,1987-08-04,37
399805,Female,Laura Carothers,Barons,Alberta,T0L 0G0,Canada,North America,1989-08-27,34
399877,Male,Micah Skaggs,Ottawa,Ontario,K1Z 7B5,Canada,North America,1952-01-30,72
400009,Male,Sven Mahler,Fürstenberg,Brandenburg,16794,Germany,Europe,1974-04-09,50
400031,Female,Marie Werfel,Mannweiler-Cölln,Rheinland-Pfalz,67822,Germany,Europe,1992-02-11,32
400062,Male,Eric Drechsler,Lichtenfels,Freistaat Bayern,96206,Germany,Europe,1963-12-19,60
400068,Female,Lisa Bachmeier,Ingelfingen,Baden-Württemberg,74653,Germany,Europe,1997-10-10,26
